item_id,display_name,Weight,Description,Dropped By,Comment,Item Script,Compound On,Class,Defense,Required Lvl,Refineable,Applicable Job,Attack,Property,Weapon Lvl
7815,Blue Jenoss's Family Ring,1,A blue colored family ring which it wears by Jenoss.,,,,,,,,,,,,
7576,Blue Jewel,5,A gem with blue color.,Rafflesia (100%),,,,,,,,,,,
20697,Blue Kawaii Ribbon [1],40,A pretty ribbon made from a blue string with a blue heart in the middle.,,,"{ bonus2 bSubRace,RC_Undead,5; bonus2 bSubRace,RC_Demon,5; }",,Upper Head,1,10,Yes,,,,
7423,Blue Key,0,"A thin, transparent, and shining blue key.",,,,,,,,,,,,
7495,Blue Keycard,0,"A flat, translucent blue keycard that enables access to Allysia's hideout in Kiel Hyre's factory.",,,,,,,,,,,,
7465,Blue L Card,1,"A card with the letter ""L"" printed on it.",,,,,,,,,,,,
5241,Blue Mage Hat,30,"A stylish formal hat that talented magicians usually wear during a show. INT + 2, SP + 150",,,"{ bonus bInt,2; bonus bMaxSP,150; }",,Upper Head,1,0,Yes,,,,
20705,Blue Magic Eyes,30,"A blue hat which bears the symbol of the eyes of guiding spirits. It is said if you watch it, you may see the eyes move on their own. Reduce Casting Time by 10%. Increases SP consumption of skills by 20%. MDEF + 5",,,"{ bonus bMdef,5; bonus bCastrate,-10; bonus bUseSPrate,20; }",,Upper Head,1,30,Yes,,,,
7466,Blue N Card,1,"A card with the letter ""N"" printed on it.",,,,,,,,,,,,
7467,Blue O Card,1,"A card with the letter ""O"" printed on it.",,,,,,,,,,,,
7468,Blue P Card,1,"A card with the letter ""P"" printed on it.",,,,,,,,,,,,
5506,Blue Pajamas Hat,10,... Increases damage by 5%. MATK + 5%.,,,"{ bonus bAtkRate,5; bonus bMatkRate,5; }",,Upper Head,2,0,Yes,,,,
505,Blue Potion,15,A potion made from ground Blue Herbs that restores about 60 SP.,Succubus (100%) Acidus (75%) Nightmare (50%) Dark Priest (50%) Mobster (30%) Headless Mule (25%) Nightmare Terror (25%) Sage Worm (20%) Caterpillar (6%),,"{ itemheal 0,rand(40,60); }",,,,,,,,,
20547,Blue Quiz Hat [1],50,Blue Quizmaster's Hat.,,,{  },,Upper Head,2,1,Yes,,,,
7714,Blue R(2) Card,1,"A card with the letter ""R"" printed on it.",,,,,,,,,,,,
5404,Blue Ribbon [1],10,Blue ribbon which is a symbol of the honor student! Add a 30% chance of auto casting Level 2 Attention Concentrate on the user when the user receives Physical Damage.,,,"{ bonus4 bAutoSpellWhenHit,""AC_CONCENTRATION"",2,30,0; }",,Upper Head,1,45,Yes,,,,
5440,Blue Ribbon,10,Small ribbons tied to ones hair to accentuate the hairstyle. SP + 20. Impossible to refine this item.,,,"{ bonus bMaxSP,20; }",,Upper Head,1,0,No,,,,
2361,Blue Robe,50,A type of traditional outfit. It brings out the hidden powers of the wearer through its spiritual power. All Stats + 2 MDEF + 5 [Acolyte Class + Blue Flame] No gemstone cost for skills. SP consumption increased by 50%.,Wuerzburg Treasure (20%),,"{ bonus bAllStats,2; bonus bMdef,5; if (isequipped(20264) && BaseClass == Job_Acolyte) { bonus bNoGemStone,0; bonus bUseSPrate,50; } }",,Armor,3,0,Yes,,,,
20723,Blue Romantic Flower,10,A delicate blue flower that is placed in the mouth for romantic seduction. Reduces damage from Plant monster by 3%.,,,"{ bonus2 bSubRace,RC_Plant,3; }",,Lower Head,0,0,No,,,,
20665,Blue Tailed Ribbon,20,A big blue ribbon made in the style of the one worn by a legendary female shaman who loved nature. MDEF + 10,,,"{ bonus bMdef,10; }",,Upper Head,1,45,Yes,,,,
7469,Blue U Card,1,"A card with the letter ""U"" printed on it.",,,,,,,,,,,,
7470,Blue W Card,1,"A card with the letter ""W"" printed on it.",,,,,,,,,,,,
20748,Blue Wind Milestone,10,A blue cap of post man who delivers letters with heart. Magic in the cap protects the wearer not to lose their way. Enables use of Level 1 Teleport. AGI + 2,,,"{ bonus bAgi,2; skill ""AL_TELEPORT"",1; }",,Upper Head,2,30,Yes,,,,
7471,Blue Y Card,1,"A card with the letter ""Y"" printed on it.",,,,,,,,,,,,
20765,Blue_Neck_Tie [1],10,"A simple blue neck tie, worn at the Kiel Hyre Academy.",,,{  },,Lower Head,2,0,No,,,,
20758,Blue_Santa_Hat [1],10,"A blue santa hat, worn by people who are way too cool for a run of the mill red one. All stats +1",,,"{ bonus bAllStats, 1; }",,Upper Head,2,0,Yes,,,,
5040,Blush,10,Two red dots that can be worn on the face to give a blushing impression.,,,{  },,Mid Head,0,0,No,,,,
20209,Blush [1],50,Two red dots that can be worn on the face to give a blushing impression. All stats +1.,,,"{ bonus bAllStats,1; }",,Mid Head,0,75,No,,,,
5800,Blush of Groom,5,A blushing impression of a bridegroom. Reduces damage from DemiHuman monster by 3%.,,,"{ bonus2 bSubRace,RC_DemiHuman,3; }",,Mid Head,0,0,No,,,,
7907,Bobbin Of Goddess,1,...,,,,,,,,,,,,
5429,Bogy Cap [1],10,"Dokebi Cute Hat. A hat made to celebrate the 5th anniversary of Thailand Ragnarok Online. [Event Bonus, will NOT work outside of Event] ALL STATUS + 5 After the event, recovery HP and SP by 5%.",,,{  },,Upper Head,2,0,Yes,,,,
23046,Boiled Rice Card,,Inflict 1% more damage with Storm Gust. Inflict 3% more damage with Frost Nova and Falling Ice Pillar. [Laurell Weinder + Boiled Rice Set] Gain an addictional 3% more damage with Storm Gust. Gain an addictional 5% more damage with Frost Nova and Falling Ice Pillar.,Boiled Rice (0.5%),,"{ bonus2 bSkillAtk,""WZ_STORMGUST"",1; bonus2 bSkillAtk,""WZ_FROSTNOVA"",3; bonus2 bSkillAtk,""NJ_HYOUSYOURAKU"",3; if(isequipped(4350)) { bonus2 bSkillAtk,""WZ_STORMGUST"",3; bonus2 bSkillAtk,""WZ_FROSTNOVA"",5; bonus2 bSkillAtk,""NJ_HYOUSYOURAKU"",5; } }",Garment,,,,,,,,
30009,Boiled Rice Pokeball,0,A Pokeball in which a Boiled Rice Cute Pet rests. Can be hatched by using a Pet Incubator.,,,,,,,,,,,,
7766,Bok Choy,1,Green vegetables is fresh. Food manufactured to feed Spring Rabbit.,,,,,,,,,,,,
6212,Bomb Mushroom Seed,1,"A purple spore. It can emit purple toxic dust so you have to be careful when handling. Used for genetic skill ""Spore Explosion"".",,,,,,,,,,,,
12258,Bomb Poring Box,1,"A box containing Bomb Poring. When it used, the Bomb Poring was recalled all. It does not have to use from amiableness surroundings end.",,,"{ monster ""this"",-1,-1,""--ja--"",1904,1,""""; }",,,,,,,,,
20530,Bomb Poring Hat [1],50,"Bomb Poring Hat. Gives wearer +3 STR, +3 AGI, +3 LUK. Warning: very volatile.",Bomb Poring (0.5%),,"{ bonus3 bAutoSpellWhenHit,NPC_SELFDESTRUCTION,1,10; bonus bStr,3; bonus bAgi,3; bonus bLuk,3; }",,Upper Head,2,1,Yes,,,,
30183,Bomb Poring Pokeball,0,A Pokeball in which a Bomb Poring Cute Pet rests. Can be hatched by using a Pet Incubator.,,,,,,,,,,,,
2279,Bomb Wick,10,A wick-like ornament worn on top of the head for a dangerous look. [ eRO Quest Item ],Bomb Poring (10%) Gajomart (4%) Horong (2.5%),,{  },,Upper Head,1,0,No,,,,
12043,Bomber Steak,50,"It looks like an ordinary steak, but it is explosively flavorful and juicy. STR + 3",,,"{ sc_start SC_STRFood, 1200000, 3; percentheal 5,0; }",,,,,,,,,
14553,Bomber Steak,1,"It looks like an ordinary steak, but it is explosively flavorful and juicy. STR + 3",,,"{ sc_start SC_STRFood, 1800000, 3; percentheal 0,0; }",,,,,,,,,
23025,Bombring Card,,Chance to cast Endow Fire on self when attacking.,Bomb Poring (0.5%),,"{ autobonus ""{ bonus bAtkEle,Ele_Fire; }"",20,20000,0,""{ specialeffect2 EF_FIRESPLASHHIT; }""; }","Upper, Mid, and Lower Head",,,,,,,,
5398,Bone Head [1],120,"A Helmet made by the bones of the Dragons. It's pretty hard and won't be easy to break. STR + 2. MDEF + 5. Add a 5% resistance against Stun, Bleeding status.",,,"{ bonus bStr,2; bonus bMdef,5; bonus2 bResEff,Eff_Stun,500; bonus2 bResEff,Eff_Bleeding,500; }",,Upper Head,5,85,Yes,,,,
5017,Bone Helm,80,"An incredibly heavy, yet almost impenetrable helmet constructed of bone. Increases damage received from Shadow Property attacks by 15%.",Naght Sieger (100%) Dark Illusion (1%) Khalitzburg (0.5%),,"{ bonus2 bSubEle,Ele_Dark,-15; }",,Upper Head,7,70,Yes,,,,
5162,Bone Helm [1],80,"An incredibly heavy, yet almost impenetrable helmet constructed of bone. Increases damage received from Shadow Property attacks by 15%.",,,"{ bonus2 bSubEle,Ele_Dark,-15; }",,Upper Head,7,70,Yes,,,,
15000,Bone Plate [1],100,"A dark armor covered in sharp bones. Adds a 1% chance to cause External Bleeding status ailment all players in a 5x5 area around you. When dealing physical damage, bypasses 10% defense on demihuman and brute type monsters. STR + 1, MDEF + 3",Two-Horn Scaraba (1%) Rake Scaraba (1%) One-Horn Scaraba (1%) Antler Scaraba (1%),,"{ bonus bStr,1; bonus bMDef,3; bonus2 bIgnoreDefRate,RC_DemiHuman,10; bonus2 bIgnoreDefRate,RC_Brute,10; bonus3 bAutoSpellWhenHit,""NPC_WIDEBLEEDING"",1,10; }",,Armor,7,85,Yes,,,,
4212,Bongun Card,,Add a 2% chance of auto casting Level 1 Bash on an enemy when dealing Physical Damage. The Bash skill shoves the enemy 5 cells back. Receive 100% more damage from Munaks. [Munak & Hyegun Card Combo],Bongun (0.5%),,"{ bonus3 bAutoSpell,""SM_BASH"",1,20; bonus2 bAddSkillBlow,""SM_BASH"",5; bonus2 bAddDefClass,1026,-100; }",Accessory,,,,,,,,
9025,Bongun Egg,0,An egg in which a Bongun Cute Pet rests. Can be hatched by using a Pet Incubator.,,,,,,,,,,,,
6181,Bongun Exchange Ticket,1,A cute pet Bongun tickets.,,,,,,,,,,,,
5046,Bongun Hat,30,"A hat worn by the Bongun monster. For some reason, there's an amulet which has been torn in half. Impossible to refine this item.",Bongun (0.5%),,{  },,Upper Head,5,0,No,,,,
5168,Bongun Hat [1],30,"A hat worn by the Bongun monster. For some reason, there's an amulet which has been torn in half. Impossible to refine this item.",,,{  },,"Upper, Mid, and Lower Head",5,0,No,,,,
20592,Boob Hat [1],40,A BOOB on your HEAD. (Second boob sold seperately),,,{  },,Upper Head,1,1,No,,,,
1550,Book [3],60,A book that's been put together sturdily enough to be wielded as a weapon in an emergency situation.,Creamy Fear (4%),,{  },,Book,,14,Yes,,85,Neutral,2
7527,Book About True Life,10,A book written by a novel writer called Ayala about how humans can have better lives if they live as a shared entity.,,,,,,,,,,,,
1553,Book of Billows,75,A hefty book with a hard cover that has been enchanted with the Water Property. [ eRO Quest Item ],Rideword (2%),,"{ bonus bAtkEle,Ele_Water; }",,Book,,27,Yes,,90,Water,3
1568,Book of Billows [3],75,A hefty book with a hard cover that has been enchanted with the Water Property. [ eRO Quest Item ],Cthulhu (40%),,"{ bonus bAtkEle,Ele_Water; }",,Book,,27,Yes,,90,Water,3
1570,Book of Blazing Sun [3],75,A hefty book with a hard cover that has been enchanted with the Fire Property.,Ifrit (40%),,"{ bonus bAtkEle,Ele_Fire; }",,Book,,27,Yes,,90,Fire,3
1556,Book of Gust of Wind,75,A hefty book with a hard cover that has been enchanted with the Wind Property. [ eRO Quest Item ],Rideword (1%),,"{ bonus bAtkEle,Ele_Wind; }",,Book,,27,Yes,,90,Wind,3
1571,Book of Gust of Wind [3],75,A hefty book with a hard cover that has been enchanted with the Wind Property.,,,"{ bonus bAtkEle,Ele_Wind; }",,Book,,27,Yes,,90,Wind,3
12142,Book of Magic,10,A book of magic written by Ayala. Increase your AGI by 10 for 30 minutes.,,,"{ sc_start SC_AGIFood, 1800000, 10; }",,,,,,,,,
1554,Book of Mother Earth,75,A hefty book with a hard cover that has been enchanted with the Earth Property. [ eRO Quest Item ],Rideword (2%),,"{ bonus bAtkEle,Ele_Earth; }",,Book,,27,Yes,,90,Earth,3
1569,Book of Mother Earth [3],75,A hefty book with a hard cover that has been enchanted with the Earth Property.,Phreeoni (20%),,"{ bonus bAtkEle,Ele_Earth; }",,Book,,27,Yes,,90,Earth,3
1578,Book Of Prayer [2],100,Book Of Prayer. VIT + 2. MDEF + 10. Max SP + 10%.,Andlangr Treasure (12%),,"{ bonus bVit,2; bonus bMdef,10; bonus bMaxSPrate,10; }",,Book,,1,Yes,,140,Neutral,4
1557,Book of the Apocalypse,80,"A book that details prophesies concerning the end of the world. Increases damage on Earth, Water, Fire and Wind Property enemies by 7% and Holy Property enemies by 5%. [ eRO Quest Item ]",High Priest Margaretha (75%) Dracula (30%) Fallen Bishop Hibram (15%) Dark Priest (2.5%),,"{ bonus bAtkEle,Ele_Dark; bonus2 bAddEle,Ele_Holy,5; bonus2 bAddEle,Ele_Water,7; bonus2 bAddEle,Ele_Earth,7; bonus2 bAddEle,Ele_Fire,7; bonus2 bAddEle,Ele_Wind,7; }",,Book,,40,Yes,,120,Shadow,4
1555,Book of the Blazing Sun,75,A hefty book with a hard cover that has been enchanted with the Fire Property.,Rideword (1%),,"{ bonus bAtkEle,Ele_Fire; }",,Book,,27,Yes,,90,Fire,3
642,Book of the Devil,5,A forbidden book in which the secret for summoning high level demons is detailed. Baphomet Jr. can not resist its power. [ eRO Quest Item ],Marduk (10%),,{ pet 1101; },,,,,,,,,
7015,Bookclip in Memory,2,An old leaf that can be used as a bookmark or to remind its owner of something quite important.,Rideword (100%) Death Word (100%),,,,,,,,,,,
12417,Boost500,1,A potion that slightly boosts attack speed. Duration 500 seconds.,,,{  },,,,,,,,,
2405,Boots,60,"A pair of heavy leather boots, padded with Lunatic fur, that is suited to warriors.",Baphomet Jr. (25%),,{  },,Footgear,4,0,Yes,,,,
2406,Boots [1],60,"A pair of heavy leather boots, padded with Lunatic fur, that is suited to warriors.",Ungoliant (100%) Centipede Larva (4.5%) Ancient Worm (4.5%) Mastersmith Howard (2.5%) Howard Alt-Eisen (2.5%) Argiope (2.5%) Hodremlin (1%) Yao Jun (0.5%) Gremlin (0.5%),,{  },,Footgear,4,0,Yes,,,,
7135,Bottle Grenade,1,A bottle containing a flammable liquid.,Skoll Baby (75%) Marie Heinrike (5%),,,,,,,,,,,
7128,Bottle Grenade Creation Guide,1,A book with instructions for creating Bottle Grenades.,,,,,,,,,,,,
744,Bouquet,5,"A bunch of flowers that is given to express love, thanks or appreciation.",,,,,,,,,,,,
1701,Bow [3],50,A common bow.,Archer Skeleton (75%) Raydric Archer (75%) Bow Master (25%),,{  },,Bow/Crossbow,,4,Yes,,15,Neutral,1
1702,Bow [4],50,A common bow.,Condor (75%),,{  },,Bow/Crossbow,,4,Yes,,15,Neutral,1
1703,Bow,50,A common bow.,,,{  },,Bow/Crossbow,,4,Yes,,15,Neutral,1
4428,Bow Guardian Card,,"Critical Rate + 5, HIT + 5 Increases Arrow Shower damage when used with a bow by 50%.",Bow Master (0.5%),,"{ if (getiteminfo(getequipid(EQI_HAND_R),11) == 11) { bonus bHit,5; bonus bCritical,5; bonus2 bSkillAtk,47,50; } }",Weapon,,,,,,,,
1744,Bow Of Evil [2],100,The devil's bow. Increases 25% damage with Double Strafe skill. DEX + 2.,Andlangr Treasure (20%),,"{ bonus2 bSkillAtk,""AC_DOUBLE"",25; bonus bDex,2; }",,Bow/Crossbow,,1,Yes,,170,Neutral,4
2619,Bow Thimble,10,A finger accessory for archers which helps improve their accuracy. Increases damage inflicted with Bow class weapons.,Gargoyle (0.5%),,"{ bonus bLongAtkRate,3; }",,Accessory,0,65,No,,,,
2671,Bow Thimble [1],10,A finger accessory for archers which helps improve their accuracy. Increases damage inflicted with Bow class weapons.,Lady Tanee (100%),,"{ bonus bLongAtkRate,3; }",,Accessory,0,65,No,,,,
2727,Bowman Scarf,20,"A nice arm wrapping red scarf. SP + 50, DEX + 3 [+ Feather of Icarus] Reduce SP Consumption of skills by 25%.",Lady Tanee (15%) Ancient Worm (2.5%),,"{ bonus bMaxSP,50; bonus bDex,3; if (isequipped(2726)) bonus bUseSPrate,-25; }",,Accessory,0,0,No,,,,
12153,Bowman Scroll 1,10,You can summon a Level 1 mercenary Archer.,,,"{ mercenary_create 6017,1800000; }",,,,,,,,,
12162,Bowman Scroll 10,10,You can summon the highest level mercenary Archer.,,,"{ mercenary_create 6026,1800000; }",,,,,,,,,
12154,Bowman Scroll 2,10,You can summon a Level 2 mercenary Archer.,,,"{ mercenary_create 6018,1800000; }",,,,,,,,,
12155,Bowman Scroll 3,10,You can summon a Level 3 mercenary Archer.,,,"{ mercenary_create 6019,1800000; }",,,,,,,,,
12156,Bowman Scroll 4,10,You can summon a Level 4 mercenary Archer.,,,"{ mercenary_create 6020,1800000; }",,,,,,,,,
12157,Bowman Scroll 5,10,You can summon a Level 5 mercenary Archer.,,,"{ mercenary_create 6021,1800000; }",,,,,,,,,
12158,Bowman Scroll 6,10,You can summon a Level 6 mercenary Archer.,,,"{ mercenary_create 6022,1800000; }",,,,,,,,,
12159,Bowman Scroll 7,10,You can summon a Level 7 mercenary Archer.,,,"{ mercenary_create 6023,1800000; }",,,,,,,,,
12160,Bowman Scroll 8,10,You can summon a Level 8 mercenary Archer.,,,"{ mercenary_create 6024,1800000; }",,,,,,,,,
12161,Bowman Scroll 9,10,You can summon a Level 9 mercenary Archer.,,,"{ mercenary_create 6025,1800000; }",,,,,,,,,
7948,Box,1,"An ordinary paper box. It looks so flat, it definitely needs some ornaments.",,,,,,,,,,,,
22206,Box of Berries,20,A box full of ripe berries.,Ninja Ryusei (50%) Naght Sieger (50%) Orc Hero (50%) Orc Lord (50%) Paladin Guinevere (50%) Osiris (50%) Moonlight Flower (50%) Mistress (50%) Lady Tanee (50%) Ktullanux (50%) Lord Knight Seyren (50%) Lord of the Dead (50%) Maya (50%) Lucifer (50%) Pharaoh (50%) Phreeoni (50%) Vesper (50%) Valkyrie Randgris (50%) Werewolf (50%) Whitesmith Howard (50%) Gopinich (50%) Egnigem Cenia (50%) Turtle General (50%) Memory of Thanatos (50%) RSX-0806 (50%) Professor Cyntheia (50%) Skoll (50%) Sniper Cecil (50%) Tao Gunka (50%) Stalker Adelinde (50%) Stormy Knight (50%) Kiel D-01 (50%) Dark Lord (50%) Cthulhu (50%) Detardeurus (50%) Doppelganger (50%) Dragon Lord (50%) Dracula (50%) Creator Marie (50%) Clown Hendrik (50%) Atroce (50%) Assassin Cross Eremes (50%) White Lady (50%) Baphomet (50%) Champion Zelith (50%) Beelzebub (50%) Drake (50%) Eddga (50%) High Priest Margaretha (50%) Hallow Poring (50%) High Wizard Kathryne (50%) Ifrit (50%) Samurai Specter (50%) Incantation Chung-E (50%) Gypsy Caelia (50%) Gunslinger Renate (50%) Evil Snake Lord (50%) Entweihen Crothen (50%) Fallen Bishop Hibram (50%) Garm (50%) Golden Thief Bug (50%) Gloom Under Night (50%) Amon Ra (50%),,"{ getitem 607,5; getitem 616,1; }",,,,,,,,,
12031,Box of Drowsiness,20,Increases your MATK by 20 for 60 seconds. [ eRO Quest Item ],,,"{ sc_start SC_MATKPOTION,60000,50; }",,,,,,,,,
12029,Box of Gloom,20,Cast Level 1 Attention Concentrate.,,,"{ itemskill ""AC_CONCENTRATION"",1; }",,,,,,,,,
12034,Box of Panting,15,"Restores 5% of Maximum SP, but has a 10% chance to get you Silence for 10 seconds.",Zelith Aria (20%),,"{ percentheal 0,5; if(rand(1000)<100 && checkequipedcard(4112)==0) sc_start SC_Silence,10000,0; }",,,,,,,,,
12030,Box of Resentment,20,Increases your ATK by 20 for 60 seconds.,,,"{ sc_start SC_ATKPOTION,60000,20; }",,,,,,,,,
12032,Box of Storms,20,Imbues the user's weapon with the Water Property for 3 minutes.,,,"{ sc_start SC_WATERWEAPON,180000,0; }",,,,,,,,,
12033,Box of Sunlight,20,Enables the user to detect any hidden enemies for 5 seconds. [ eRO Quest Item ],,,"{ sc_start SC_Intravision,5000,0; }",,,,,,,,,
12028,Box of Thunder,15,Increases Movement Speed for 5 seconds.,,,"{ sc_start SC_SpeedUp1,5000,0; }",,,,,,,,,
5016,Boy's Cap,10,A black cap that is usually worn by boys attending schools that require uniforms.,,,{  },,Upper Head,2,0,Yes,,,,
5349,Boy's Cap [1],10,A black cap that is usually worn by boys attending schools that require uniforms.,,,{  },,Upper Head,2,0,Yes,,,,
5492,Boys Cap,0,A black cap that is usually worn by boys attending schools that require uniforms. Increase damage on DemiHuman monster by 5%.,,,"{ bonus2 bAddRace,RC_DemiHuman,5; }",,Upper Head,5,0,Yes,,,,
20512,Bra Hat [1],50,Bra on your head.,,,{  },,Upper Head,2,1,Yes,,,,
6224,Bradium,15,"The strongest mineral found in the Ash Vacuum. It seems very difficult to work with, but with research its come to be the best ore for forging weapons.",Dolomedes (0.5%),,,,,,,,,,,
2790,Bradium Brooch [1],20,"A brooch crafted from bradium ore thats always cold to the touch. FLEE + 4, Attack Speed + 2%, AGI + 1",,,"{ bonus bFlee,4; bonus bAspdRate,2; bonus bAgi,1; }",,Accessory,0,60,No,,,,
2788,Bradium Earring [1],20,"An earing crafted from bradium ore that is unusually warp to the touch. MATK + 2%, INT + 1, DEX + 1",,,"{ bonus bMatkRate,2; bonus bInt,1; bonus bDex,1; }",,Accessory,0,60,No,,,,
6084,Bradium Fragments,0,Fragmented Bradium's piece. Laphines were experimenting on it and its quality is now different from the refined Bradium at Manuk.,Dolomedes (30%),,,,,,,,,,,
2789,Bradium Ring [1],20,"A very solid ring crafted from bradium ore. ATK + 2%, STR + 1, VIT + 1",Dolomedes (0.5%),,"{ bonus2 bAddRace,RC_NonBoss,2; bonus2 bAddRace,RC_Boss,2; bonus bStr,1; bonus bVit,1; }",,Accessory,0,60,No,,,,
2138,Bradium Shield [1],180,"A solid shield crafted from Bradium. Increases ATK of Shield Boomerang by 60%. AGI - 1, MaxHP + 2000",Bradium Golem (1%),,"{ bonus2 bSkillAtk,""CR_SHIELDBOOMERANG"",60; bonus bAgi,-1; bonus bMaxHP,2000; }",,Shield,5,65,Yes,,,,
1385,Bradium Stone Hammer,270,A hammer crafted from the spirit ore Bradium. Additional 5% chance to Stun when using the skill Hammer Fall. The chance to Stun with Hammer Fall increases by 2% per refine on the weapon.,Dark Shadow (8.5%),,"{ bonus3 bAddEffOnSkill,""BS_HAMMERFALL"",Eff_Stun,50+(20*getrefine()); }",,Two-Handed Axe,,75,Yes,,210,Neutral,4
13150,Branch [3],50,A practical firearm with a long gun barrel which increases its range and accuracy.,Cruiser (2.5%),,{  },,Rifle,,1,Yes,,50,Neutral,1
13036,Brave Assassin's Damascus,0,"A dagger that is specialized for assassination and killing humanoids. STR + 1, AGI + 1 Increases physical attack against DemiHuman monster by 75%. Pierces Defense of DemiHuman monster by 20%. [Ninja Class, Rogue or Stalker] Increases MATK + 15%. Indestructible (except in upgrade attempts).",,,"{ bonus bStr,1; bonus bAgi,1; bonus2 bAddRace,RC_DemiHuman,75; bonus2 bIgnoreDefRate,RC_DemiHuman,20; bonus bUnbreakableWeapon,0; if (Class == Job_Ninja || Class == Job_Rogue || Class == Job_Stalker) bonus bMatkRate,15; }",,Dagger,,80,Yes,,120,Neutral,3
1183,Brave Assaulter's Katzbalger,0,A specialty Two-handed Sword made to rush at the enemys position and especially designed for battles against humanoids. STR + 2 Increases physical attack against Demi human monster by 55%. Pierces Defense of DemiHuman monster by 20% Indestructible (except in upgrade attempts).,,,"{ bonus bStr,2; bonus2 bAddRace,RC_DemiHuman,55; bonus2 bIgnoreDefRate,RC_DemiHuman,20; bonus bUnbreakableWeapon,0; }",,Two-Handed Sword,,80,Yes,,200,Neutral,3
1739,Brave Battle CrossBow,0,"A Cross Bow that has been designed to give more damage and strongly pinned to Demihuman monsters. Dex + 2, INT + 10 Increases physical attack against Demi human monster by 55%. Indestructible (except in upgrade attempts).",,,"{ bonus bDex,2; bonus bInt,10; bonus2 bAddRace,RC_DemiHuman,55; bonus bUnbreakableWeapon,0; }",,Bow/Crossbow,,80,Yes,,100,Neutral,3
1824,Brave Battle Fist,0,"Battle Gloves used by combatant in the battle field. Its wearer is never exhausted because it brings unlimited powerful strength once worn it. STR + 2, INT + 1 Increases physical attack against Demi human monster by 95%. Decreases cast time on ""Guillotine Fist"" by 25%. Indestructible (except in upgrade attempts). Decreases cast time on ""Guillotine Fist"" by 25%. When attacking, there is a chance to activate for 6 seconds an effect that completely negates the cast time on Guillotine Fist.",,,"{ bonus bStr,2; bonus bInt,1; bonus2 bAddRace,RC_DemiHuman,95; bonus2 bCastrate,271,-25; autobonus ""{ bonus2 bCastrate,271,-100; }"",50,6000,BF_WEAPON,""{ specialeffect2 EF_SUFFRAGIUM; }""; bonus bUnbreakableWeapon,0; }",,Knuckle Weapon,,80,Yes,,30,Neutral,3
1978,Brave Battle Lariat,0,"A specialized whip made for battles against humanoids, this whip is strong enough to cut the flesh. Dex + 2 Increases physical attack against Demi human monster by 95%. Increases ""Arrow Vulcan"" damage by 20%. Indestructible (except in upgrade attempts).",,,"{ bonus bDex,2; bonus2 bAddRace,RC_DemiHuman,95; bonus2 bSkillAtk,""CG_ARROWVULCAN"",20; bonus bUnbreakableWeapon,0; }",,Whip,,80,Yes,,50,Neutral,3
1574,Brave Battle Strategy Book,0,"A battle field book written by the ancient strategist who is from a far east country. It is still being studied by many militarists. STR + 2, INT + 1, MATK + 15% Increases physical attack against Demi human monster by 75%. Pierces Defense of DemiHuman monster by 20% Indestructible (except in upgrade attempts).",,,"{ bonus bStr,2; bonus bInt,1; bonus bMatkRate,15; bonus2 bAddRace,RC_DemiHuman,75; bonus2 bIgnoreDefRate,RC_DemiHuman,20; bonus bUnbreakableWeapon,0; }",,Book,,80,Yes,,90,Neutral,3
1924,Brave Battlefield Guitar,0,"A guitar which is created to encourage their armies in the battle. It looks useful for battles against humanoids. Dex + 2 Increases physical attack against Demi human monster by 95%. Increases ""Arrow Vulcan"" damage by 20%. Indestructible (except in upgrade attempts).",,,"{ bonus bDex,2; bonus2 bAddRace,RC_DemiHuman,95; bonus2 bSkillAtk,""CG_ARROWVULCAN"",20; bonus bUnbreakableWeapon,0; }",,Musical Instrument,,80,Yes,,50,Neutral,3
1543,Brave Battlefield Morning Star,0,"A deadly mace that is usually worn by the best fighter, it seems to be capable to give damage through enemy's armor. Especially it designed for battles against humanoids. STR + 1, Dex + 1 Increases physical attack against Demi human monster by 75%. When attacking there is a chance to activate for 6 seconds a 50% chance to Stun the monster. Indestructible (except in upgrade attempts).",,,"{ bonus bStr,1; bonus bDex,1; bonus2 bAddRace,RC_DemiHuman,75; bonus bUnbreakableWeapon,0; autobonus ""{ bonus2 bAddEff,Eff_Stun,5000; }"",10,6000,BF_WEAPON,""{ specialeffect2 EF_POTION_BERSERK; }""; }",,Mace,,80,Yes,,105,Neutral,3
1279,Brave Carnage Katar,0,"Particularly modified Katar created for battles against humanoids. It makes to fill in the battle field with full of blood and terrifying crime if Master Assassins equipped. STR + 1, Dex + 1, Luk + 1 Increases physical attack against Demi human monster by 70%. Pierces Defense of DemiHuman monster by 20% Indestructible (except in upgrade attempts).",,,"{ bonus bStr,1; bonus bDex,1; bonus bLuk,1; bonus2 bAddRace,RC_DemiHuman,70; bonus2 bIgnoreDefRate,RC_DemiHuman,20; bonus bUnbreakableWeapon,0; }",,Katar,,80,Yes,,130,Neutral,3
13411,Brave Gladiator Blade,0,"A sword favored by gladiator, it is especially designed for battles against humanoids. STR + 1, Dex + 1 MATK + 10% Increases physical attack against DemiHuman monster by 75%. Indestructible (except in upgrade attempts).",,,"{ bonus bStr,1; bonus bDex,1; bonus2 bAddRace,RC_DemiHuman,75; bonus bMatkRate,10; bonus bUnbreakableWeapon,0; }",,One-Handed Sword,,80,Yes,,115,Neutral,3
