Item ID	For Sale	Identifier	Credit Price	Name	Type	NPC Buy	Weight	NPC Sell	Attack	Range	Defense	Slots	Refineable	Equip Level	Weapon Level	Equip	Locations	Equip Upper	Equippable Jobs	Equip Gender	Item Use Script	Equip Script	Unequip Script	Image Path	Icon Path
2351	No	Earth_Sprits_Armor_	Not For Sale	Claytos Cracking Earth Armor	Armor	"136,000"	220	0	0	0	4	1	Yes	45	0	Armor	Normal / Upper / Baby	All Jobs Except Novice	Both (Male and Female)	"1 bonus bDefEle,Ele_Earth;"	None	None	https://web.archive.org/web/20150531092625im_/http://essence-ro.com/data/items/images/2351.png	https://web.archive.org/web/20150531092625im_/http://essence-ro.com/data/items/icons/2351.gif	
1055	No	Earthworm_Peeling	Not For Sale	Earthworm Peeling	Etc	196	1	0	0	0	0	0	No	0	0	None	None	None	Unknown	None	None	None	https://web.archive.org/web/20150531031916im_/http://essence-ro.com/data/items/images/1055.png	https://web.archive.org/web/20150531031916im_/http://essence-ro.com/data/items/icons/1055.gif	
623	No	Earthworm_The_Dude	Not For Sale	Earthworm the Dude	Usable	"4,000"	5	0	0	0	0	0	No	0	0	None	Normal / Upper / Baby	All Jobs	Both (Male and Female)	1 pet 1049;	None	None	https://web.archive.org/web/20150531024415im_/http://essence-ro.com/data/items/images/623.png	https://web.archive.org/web/20150531024415im_/http://essence-ro.com/data/items/icons/623.gif	
4410	No	Echio_Card	Not For Sale	Echio Card	Card	20	1	0	0	0	0	0	No	0	0	Armor	None	None	Unknown	"1 bonus bBaseAtk,15; if (BaseClass == Job_Swordman) bonus bMaxHP,2000;"	None	None	https://web.archive.org/web/20150524034415im_/http://essence-ro.com/data/items/images/4410.png	https://web.archive.org/web/20150524034415im_/http://essence-ro.com/data/items/icons/4410.gif	
4266	No	Eclipse_Card	Not For Sale	Eclipse Card	Card	20	1	0	0	0	0	0	No	0	0	Garment	None	None	Unknown	"1 bonus bVit,1; if(isequipped(4006)) bonus bFlee,18;"	None	None	https://web.archive.org/web/20150321150416im_/http://essence-ro.com/data/items/images/4266.png	https://web.archive.org/web/20150321150416im_/http://essence-ro.com/data/items/icons/4266.gif	
7220	No	Ectoplasm	Not For Sale	Ectoplasm	Etc	322	1	0	0	0	0	0	No	0	0	None	None	None	Unknown	None	None	None	https://web.archive.org/web/20150531080405im_/http://essence-ro.com/data/items/images/7220.png	https://web.archive.org/web/20150531080405im_/http://essence-ro.com/data/items/icons/7220.gif	
4123	No	Eddga_Card	Not For Sale	Eddga Card	Card	20	1	0	0	0	0	0	No	0	0	Footgear	None	None	Unknown	"1 callfunc ""bMVP""; if(@mvpcount<6) { bonus bMaxHP,1000; bonus bMdef,getrefine(); bonus bNoCastCancel,0; }"	"1 sc_start4 SC_ENDURE,60000,10,0,0,1;"	1 sc_end SC_ENDURE;	https://web.archive.org/web/20150321195624im_/http://essence-ro.com/data/items/images/4123.png	https://web.archive.org/web/20150321195624im_/http://essence-ro.com/data/items/icons/4123.gif	
574	No	Egg	Not For Sale	Egg	Healing	20	3	0	0	0	0	0	No	0	0	None	Normal / Upper / Baby	All Jobs	Both (Male and Female)	"1 itemheal rand(33,42),0;"	None	None	https://web.archive.org/web/20150531080034im_/http://essence-ro.com/data/items/images/574.png	https://web.archive.org/web/20150531080034im_/http://essence-ro.com/data/items/icons/574.gif	
5015	No	Egg_Shell	Not For Sale	Egg Shell	Armor	20	20	0	0	0	3	0	No	0	0	Upper Headgear	Normal / Upper / Baby	All Jobs	Both (Male and Female)	None	None	None	https://web.archive.org/web/20150525094603im_/http://essence-ro.com/data/items/images/5015.png	https://web.archive.org/web/20150525094603im_/http://essence-ro.com/data/items/icons/5015.gif	
4070	No	Eggyra_Card	Not For Sale	Eggyra Card	Card	20	1	0	0	0	0	0	No	0	0	Footgear	None	None	Unknown	"1 bonus bSPrecovRate,15;"	None	None	https://web.archive.org/web/20150321154459im_/http://essence-ro.com/data/items/images/4070.png	https://web.archive.org/web/20150321154459im_/http://essence-ro.com/data/items/icons/4070.gif	
7939	No	Elder_Branch	Not For Sale	Elder Branch	Etc	100	1	0	0	0	0	0	No	0	0	None	None	None	Unknown	None	None	None	https://web.archive.org/web/20150524044602im_/http://essence-ro.com/data/items/images/7939.png	https://web.archive.org/web/20150524044602im_/http://essence-ro.com/data/items/icons/7939.gif	
4251	No	Elder_Card	Not For Sale	Elder Card	Card	20	1	0	0	0	0	0	No	0	0	Main Hand	None	None	Unknown	"1 bonus2 bAddRace2,5,40;"	None	None	https://web.archive.org/web/20150524035332im_/http://essence-ro.com/data/items/images/4251.png	https://web.archive.org/web/20150524035332im_/http://essence-ro.com/data/items/icons/4251.gif	
1040	No	Elder_Pixie's_Beard	Not For Sale	Elder Pixie's Moustache	Etc	232	1	0	0	0	0	0	No	0	0	None	None	None	Unknown	None	None	None	https://web.archive.org/web/20150524051801im_/http://essence-ro.com/data/items/images/1040.png	https://web.archive.org/web/20150524051801im_/http://essence-ro.com/data/items/icons/1040.gif	
4052	No	Elder_Wilow_Card	Not For Sale	Elder Willow Card	Card	20	1	0	0	0	0	0	No	0	0	Upper Headgear + Middle Headgear + Lower Headgear	None	None	Unknown	"1 bonus bInt,2;"	None	None	https://web.archive.org/web/20150324160404im_/http://essence-ro.com/data/items/images/4052.png	https://web.archive.org/web/20150324160404im_/http://essence-ro.com/data/items/icons/4052.gif	
1820	No	Electric_Fist	Not For Sale	Electric Fist	Weapon - Knuckle	20	65	0	80	1	0	3	Yes	75	3	Main Hand	Normal / Upper / Baby	Priest / Monk	Both (Male and Female)	"1 bonus3 bAutoSpell,""SA_LIGHTNINGLOADER"",5,10;"	None	None	https://web.archive.org/web/20150531091532im_/http://essence-ro.com/data/items/images/1820.png	https://web.archive.org/web/20150531091532im_/http://essence-ro.com/data/items/icons/1820.gif	
1971	No	Electric_Wire	Not For Sale	Electric Wire	Weapon - Whip	20	70	0	110	2	0	0	Yes	30	3	Main Hand	Normal / Upper / Baby	Bard/Dancer	Female	"1 bonus bAtkEle,Ele_Wind;"	None	None	https://web.archive.org/web/20150619185353im_/http://essence-ro.com/data/items/images/1971.png	https://web.archive.org/web/20150619185353im_/http://essence-ro.com/data/items/icons/1971.gif	
12116	No	Elemental_Earth	Not For Sale	Seismic Elemental Converter	Usable	0	1	1	0	0	0	0	No	0	0	None	Normal / Upper / Baby	All Jobs	Both (Male and Female)	"1 sc_start SC_EARTHWEAPON,180000,0;"	None	None	https://web.archive.org/web/20150524021125im_/http://essence-ro.com/data/items/images/12116.png	https://web.archive.org/web/20150524021125im_/http://essence-ro.com/data/items/icons/12116.gif	
12114	No	Elemental_Fire	Not For Sale	Flame Elemental Converter	Usable	0	1	1	0	0	0	0	No	0	0	None	Normal / Upper / Baby	All Jobs	Both (Male and Female)	"1 sc_start SC_FIREWEAPON,180000,0;"	None	None	https://web.archive.org/web/20150524035314im_/http://essence-ro.com/data/items/images/12114.png	https://web.archive.org/web/20150524035314im_/http://essence-ro.com/data/items/icons/12114.gif	
7434	No	Elemental_Potion_Book	Not For Sale	Elemental Potion Creation Guide	Etc	"100,000"	1	0	0	0	0	0	No	0	0	None	None	None	Unknown	None	None	None	https://web.archive.org/web/20150524031511im_/http://essence-ro.com/data/items/images/7434.png	https://web.archive.org/web/20150524031511im_/http://essence-ro.com/data/items/icons/7434.gif	
13414	No	Elemental_Sword	Not For Sale	Elemental Sword	Weapon - One-Handed Sword	20	120	0	105	1	0	3	Yes	70	3	Main Hand	Upper	Swordman / Merchant / Thief / Knight / Blacksmith / Assassin / Crusader / Rogue / Alchemist	Both (Male and Female)	"1 bonus bStr,2; bonus bInt,4; bonus bDex,1; bonus bMatkRate,5; bonus2 bAddEle,Ele_Neutral,10; bonus3 bAutoSpell,""MG_COLDBOLT"",3,50; bonus3 bAutoSpell,""MG_FIREBOLT"",3,50; bonus3 bAutoSpell,""MG_LIGHTNINGBOLT"",3,50; bonus3 bAutoSpell,""WZ_EARTHSPIKE"",3,50;"	None	None	https://web.archive.org/web/20150524040727im_/http://essence-ro.com/data/items/images/13414.png	https://web.archive.org/web/20150524040727im_/http://essence-ro.com/data/items/icons/13414.gif	
12115	No	Elemental_Water	Not For Sale	Frost Elemental Converter	Usable	0	1	1	0	0	0	0	No	0	0	None	Normal / Upper / Baby	All Jobs	Both (Male and Female)	"1 sc_start SC_WATERWEAPON,180000,0;"	None	None	https://web.archive.org/web/20150524053253im_/http://essence-ro.com/data/items/images/12115.png	https://web.archive.org/web/20150524053253im_/http://essence-ro.com/data/items/icons/12115.gif	
12117	No	Elemental_Wind	Not For Sale	Lightning Elemental Converter	Usable	0	1	1	0	0	0	0	No	0	0	None	Normal / Upper / Baby	All Jobs	Both (Male and Female)	"1 sc_start SC_WINDWEAPON,180000,0;"	None	None	https://web.archive.org/web/20150524032143im_/http://essence-ro.com/data/items/images/12117.png	https://web.archive.org/web/20150524032143im_/http://essence-ro.com/data/items/icons/12117.gif	
20005	No	Elemental_Wings	Not For Sale	Elemental Wings	Armor	20	50	0	0	0	1	0	No	75	0	Lower Headgear	Normal / Upper / Baby	All Jobs	Both (Male and Female)	"1 bonus2 bSubEle,Ele_Water,15; bonus2 bSubEle,Ele_Earth,15; bonus2 bSubEle,Ele_Fire,15; bonus2 bSubEle,Ele_Wind,15;"	"1 callfunc ""invis"",3,0;"	None	https://web.archive.org/web/20150524035547im_/http://essence-ro.com/data/items/images/20005.png	https://web.archive.org/web/20150524035547im_/http://essence-ro.com/data/items/icons/20005.gif	
5259	No	Elephant_Hat_	Not For Sale	Elephant Hat	Armor	20	50	0	0	0	3	0	Yes	0	0	Upper Headgear	Normal / Upper / Baby	All Jobs	Both (Male and Female)	"1 bonus bVit,1; bonus3 bAutoSpell,""WZ_WATERBALL"",3,10; skill ""AL_HOLYWATER"",1;"	None	None	https://web.archive.org/web/20150524030652im_/http://essence-ro.com/data/items/images/5259.png	https://web.archive.org/web/20150524030652im_/http://essence-ro.com/data/items/icons/5259.gif	
2381	No	Elite_Archer_Suit	Not For Sale	Elite Archer Suit	Armor	0	0	0	0	0	3	1	Yes	80	0	Armor	Normal / Upper / Baby	Archer / Hunter / Bard/Dancer	Both (Male and Female)	"1 bonus bMaxHP,150; bonus bMdef,2; bonus2 bSubRace,RC_DemiHuman,2; if (isequipped(2539,2436)) { bonus2 bSubRace,RC_NonDemiHuman,-300; bonus bDex,3; bonus bMaxHPRate,12; bonus bLongAtkDef,10; bonus bDelayRate,-25; };"	None	None	https://web.archive.org/web/20150531101921im_/http://essence-ro.com/data/items/images/2381.png	https://web.archive.org/web/20150531101921im_/http://essence-ro.com/data/items/icons/2381.gif	
2377	No	Elite_Engineer_Armor	Not For Sale	Elite Engineer Armor	Armor	0	0	0	0	0	7	1	Yes	80	0	Armor	Normal / Upper / Baby	Merchant / Blacksmith / Alchemist	Both (Male and Female)	"1 bonus bMaxHP,150; bonus bMdef,2; bonus2 bSubRace,RC_DemiHuman,2; if (isequipped(2538,2435)) { bonus2 bSubRace,RC_NonDemiHuman,-300; bonus bStr,3; bonus bMaxHPRate,12; bonus2 bSkillAtk,""MC_MAMMONITE"",20; bonus2 bSkillHeal,""AM_POTIONPITCHER"",10; bonus2 bSkillHeal2,""AM_POTIONPITCHER"",10; bonus2 bSkillHeal2,""AL_HEAL"",10; bonus bUnbreakableArmor,0; };"	None	None	https://web.archive.org/web/20150531093047im_/http://essence-ro.com/data/items/images/2377.png	https://web.archive.org/web/20150531093047im_/http://essence-ro.com/data/items/icons/2377.gif	
2382	No	Elite_Shooter_Suit	Not For Sale	Elite Shooter Suit	Armor	0	0	0	0	0	3	1	Yes	80	0	Armor	Normal / Upper / Baby	Gunslinger	Both (Male and Female)	"1 bonus bMaxHP,150; bonus bMdef,2; bonus2 bSubRace,RC_DemiHuman,2; if (isequipped(2540,2437)) { bonus2 bSubRace,RC_NonDemiHuman,-300; bonus bDex,3; bonus bMaxHPRate,12; bonus bLongAtkDef,10; bonus bDelayRate,-25; };"	None	None	https://web.archive.org/web/20150531102018im_/http://essence-ro.com/data/items/images/2382.png	https://web.archive.org/web/20150531102018im_/http://essence-ro.com/data/items/icons/2382.gif	
985	No	Elunium	Not For Sale	Elunium	Etc	"1,100"	20	0	0	0	0	0	No	0	0	None	None	None	Unknown	None	None	None	https://web.archive.org/web/20150524021336im_/http://essence-ro.com/data/items/images/985.png	https://web.archive.org/web/20150524021336im_/http://essence-ro.com/data/items/icons/985.gif	
757	No	Elunium_Stone	Not For Sale	Rough Elunium	Etc	650	20	0	0	0	0	0	No	0	0	None	None	None	Unknown	None	None	None	https://web.archive.org/web/20150321154738im_/http://essence-ro.com/data/items/images/757.png	https://web.archive.org/web/20150321154738im_/http://essence-ro.com/data/items/icons/757.gif	
5244	No	Elven_Blindfold	Not For Sale	Elven Blindfold	Armor	20	20	0	0	0	1	0	No	0	0	Middle Headgear	Normal / Upper / Baby	All Jobs	Both (Male and Female)	"1 bonus2 bResEff,Eff_Blind,10000;"	None	None	https://web.archive.org/web/20151105093448im_/http://essence-ro.com/data/items/images/5244.png	https://web.archive.org/web/20151105093448im_/http://essence-ro.com/data/items/icons/5244.gif	
2286	No	Elven_Ears	Not For Sale	Elven Ears	Armor	20	10	0	0	0	0	0	No	70	0	Middle Headgear	Normal / Upper / Baby	All Jobs Except Novice	Both (Male and Female)	None	None	None	https://web.archive.org/web/20150524024237im_/http://essence-ro.com/data/items/images/2286.png	https://web.archive.org/web/20150524024237im_/http://essence-ro.com/data/items/icons/2286.gif	
20200	No	Elven_Ears_	Not For Sale	Elven Ears	Armor	20	50	0	0	0	0	1	No	75	0	Middle Headgear	Normal / Upper / Baby	All Jobs	Both (Male and Female)	"1 bonus bAllStats,1;"	"1 callfunc ""invis"",2,0;"	None	https://web.archive.org/web/20150524051138im_/http://essence-ro.com/data/items/images/20200.png	https://web.archive.org/web/20150524051138im_/http://essence-ro.com/data/items/icons/20200.gif	
5245	No	Elven_Sunglasses	Not For Sale	Elven Sunglasses	Armor	20	20	0	0	0	1	0	No	0	0	Middle Headgear	Normal / Upper / Baby	All Jobs	Both (Male and Female)	"1 bonus2 bResEff,Eff_Blind,500;"	None	None	https://web.archive.org/web/20151105093452im_/http://essence-ro.com/data/items/images/5245.png	https://web.archive.org/web/20151105093452im_/http://essence-ro.com/data/items/icons/5245.gif	
714	No	Emperium	Not For Sale	Emperium	Etc	2	100	0	0	0	0	0	No	0	0	None	None	None	Unknown	None	None	None	https://web.archive.org/web/20150524022308im_/http://essence-ro.com/data/items/images/714.png	https://web.archive.org/web/20150524022308im_/http://essence-ro.com/data/items/icons/714.gif	
989	No	Emperium_Anvil	Not For Sale	Emperium Anvil	Etc	"600,000"	100	0	0	0	0	0	No	0	0	None	None	None	Unknown	None	None	None	https://web.archive.org/web/20150524023302im_/http://essence-ro.com/data/items/images/989.png	https://web.archive.org/web/20150524023302im_/http://essence-ro.com/data/items/icons/989.gif	
713	No	Empty_Bottle	Not For Sale	Empty Bottle	Etc	6	2	0	0	0	0	0	No	0	0	None	None	None	Unknown	None	None	None	https://web.archive.org/web/20150321174910im_/http://essence-ro.com/data/items/images/713.png	https://web.archive.org/web/20150321174910im_/http://essence-ro.com/data/items/icons/713.gif	
1092	No	Empty_Cylinder	Not For Sale	Empty Test Tube	Etc	3	1	0	0	0	0	0	No	0	0	None	None	None	Unknown	None	None	None	https://web.archive.org/web/20150524031146im_/http://essence-ro.com/data/items/images/1092.png	https://web.archive.org/web/20150524031146im_/http://essence-ro.com/data/items/icons/1092.gif	
1093	No	Empty_Potion	Not For Sale	Empty Potion Bottle	Etc	10	1	0	0	0	0	0	No	0	0	None	None	None	Unknown	None	None	None	https://web.archive.org/web/20150524030411im_/http://essence-ro.com/data/items/images/1093.png	https://web.archive.org/web/20150524030411im_/http://essence-ro.com/data/items/icons/1093.gif	
1011	No	Emveretarcon	Not For Sale	Emveretarcon	Etc	"1,000"	20	0	0	0	0	0	No	0	0	None	None	None	Unknown	None	None	None	https://web.archive.org/web/20150321135447im_/http://essence-ro.com/data/items/images/1011.png	https://web.archive.org/web/20150321135447im_/http://essence-ro.com/data/items/icons/1011.gif	
1564	No	Encyclopedia	Not For Sale	Encyclopedia	Weapon - Book	20	200	0	110	1	0	2	Yes	70	3	Main Hand	Normal / Upper / Baby	Priest / Sage / Star Gladiator	Both (Male and Female)	"1 bonus bMatkRate,15; bonus bInt,3; bonus bDex,2; bonus bCritical,20+((readparam(bLuk)*2)/10);"	None	None	https://web.archive.org/web/20150531100212im_/http://essence-ro.com/data/items/images/1564.png	https://web.archive.org/web/20150531100212im_/http://essence-ro.com/data/items/icons/1564.gif	
7620	No	Enriched_Oridecon	Not For Sale	Enriched Oridecon	Etc	2	1	0	0	0	0	0	No	0	0	None	None	None	Unknown	None	None	None	https://web.archive.org/web/20150524055155im_/http://essence-ro.com/data/items/images/7620.png	https://web.archive.org/web/20150524055155im_/http://essence-ro.com/data/items/icons/7620.gif	
4451	No	Entweihen_Card	Not For Sale	Entweihen Card	Card	20	1	0	0	0	0	0	No	0	0	Armor	None	None	Unknown	"1 bonus bMatk,100;"	None	None	https://web.archive.org/web/20150524034611im_/http://essence-ro.com/data/items/images/4451.png	https://web.archive.org/web/20150524034611im_/http://essence-ro.com/data/items/icons/4451.gif	
4360	No	Eremes_Card	Not For Sale	Eremes Guile Card	Card	20	1	0	0	0	0	0	No	0	0	Main Hand	None	None	Unknown	"1 bonus2 bCriticalAddRace,RC_DemiHuman,10;"	None	None	https://web.archive.org/web/20150524041512im_/http://essence-ro.com/data/items/images/4360.png	https://web.archive.org/web/20150524041512im_/http://essence-ro.com/data/items/icons/4360.gif	
4349	No	Erend_Card	Not For Sale	Errende Ebecee Card	Card	20	1	0	0	0	0	0	No	0	0	Accessory 1 + Accessory 2	None	None	Unknown	"1 bonus4 bAutoSpellWhenHit,""AL_PNEUMA"",1,50,0;"	None	None	https://web.archive.org/web/20150524043607im_/http://essence-ro.com/data/items/images/4349.png	https://web.archive.org/web/20150524043607im_/http://essence-ro.com/data/items/icons/4349.gif	
20757	No	eRO_Birthday_Cupcake	Not For Sale	eRO Birthday Cupcake	Armor	20	10	0	0	0	2	1	Yes	0	0	Upper Headgear	Normal / Upper / Baby	All Jobs	Both (Male and Female)	"1 bonus bAllStats,3;"	None	None	https://web.archive.org/web/20150524034401im_/http://essence-ro.com/data/items/images/20757.png	https://web.archive.org/web/20150524034401im_/http://essence-ro.com/data/items/icons/20757.gif	
29529	No	eRO_Minigame_Token	Not For Sale	eRO Minigame Token	Etc	0	5	0	0	0	0	0	No	0	0	None	None	None	Unknown	None	None	None	https://web.archive.org/web/20150524032428im_/http://essence-ro.com/data/items/images/29529.png	https://web.archive.org/web/20150524032428im_/http://essence-ro.com/data/items/icons/29529.gif	
21006	No	eRO_Valkyrie_Fragment	Not For Sale	eRO Valkyrie Fragment	Etc	0	20	0	0	0	0	0	No	0	0	None	None	None	Unknown	None	None	None	https://web.archive.org/web/20150524023200im_/http://essence-ro.com/data/items/images/21006.png	https://web.archive.org/web/20150524023200im_/http://essence-ro.com/data/items/icons/21006.gif	
32006	Yes	Essence_Donation_Credit	1	Essence Donation Credit	Usable	0	1	0	0	0	0	0	No	0	0	None	Normal / Upper / Baby	All Jobs	Both (Male and Female)	"1 callfunc ""F_AddCredits"",1;"	None	None	https://web.archive.org/web/20150315204802im_/http://essence-ro.com/data/items/images/32006.png	https://web.archive.org/web/20150315204802im_/http://essence-ro.com/data/items/icons/32006.gif	
21011	No	EssenceRO_Valentines_Box	Not For Sale	EssenceRO Valentines Box	Usable	10	20	0	0	0	0	0	No	0	0	None	Normal / Upper / Baby	All Jobs	Both (Male and Female)	"1 set @v,rand(1,6); if(@v==1) { getitem 597,1; } else if(@v==2) { getitem 14546,1; } else if(@v==3) { getitem 14548,1; } else if(@v==4) { getitem 5056,1; } else if(@v==5) { getitem 20174,1; } else if(@v==6) { getitem 20266,1; }"	None	None	https://web.archive.org/web/20150321144033im_/http://essence-ro.com/data/items/images/21011.png	https://web.archive.org/web/20150321144033im_/http://essence-ro.com/data/items/icons/21011.gif	
29502	No	Essential_Backpack	Not For Sale	Essential Backpack	Armor	0	2	0	0	0	3	0	No	1	0	Lower Headgear	Normal / Baby	Novice / Swordman / Mage / Archer / Acolyte / Merchant / Thief	Both (Male and Female)	"1 bonus2 bAddMonsterDropItem,502,70; bonus2 bGetZenyNum,1000,60;"	None	None	https://web.archive.org/web/20151105093241im_/http://essence-ro.com/data/items/images/29502.png	https://web.archive.org/web/20151105093241im_/http://essence-ro.com/data/items/icons/29502.gif	
5282	No	euRO_Baseball_Cap	Not For Sale	Europe Baseball Cap	Armor	0	20	0	0	0	3	1	Yes	0	0	Upper Headgear	Normal / Upper / Baby	All Jobs	Both (Male and Female)	None	None	None	https://web.archive.org/web/20150524033648im_/http://essence-ro.com/data/items/images/5282.png	https://web.archive.org/web/20150524033648im_/http://essence-ro.com/data/items/icons/5282.gif	
22000	No	Event_Token	Not For Sale	Event Token	Etc	0	0	0	0	0	0	0	No	0	0	None	None	None	Unknown	None	None	None	https://web.archive.org/web/20150524023737im_/http://essence-ro.com/data/items/images/22000.png	https://web.archive.org/web/20150524023737im_/http://essence-ro.com/data/items/icons/22000.gif	
4262	No	Evil_Cloud_Hermit_Card	Not For Sale	Cloud Hermit Card	Card	20	1	0	0	0	0	0	No	0	0	Accessory 1 + Accessory 2	None	None	Unknown	"1 bonus3 bAddMonsterDropItem,12029,RC_Plant,100;"	None	None	https://web.archive.org/web/20150524034129im_/http://essence-ro.com/data/items/images/4262.png	https://web.archive.org/web/20150524034129im_/http://essence-ro.com/data/items/icons/4262.gif	
4141	No	Evil_Druid_Card	Not For Sale	Evil Druid Card	Card	20	1	0	0	0	0	0	No	0	0	Armor	None	None	Unknown	"1 bonus bDefEle,Ele_Undead; bonus bInt,1; bonus bDef,1;"	None	None	https://web.archive.org/web/20150321172659im_/http://essence-ro.com/data/items/images/4141.png	https://web.archive.org/web/20150321172659im_/http://essence-ro.com/data/items/icons/4141.gif	
923	No	Evil_Horn	Not For Sale	Evil Horn	Etc	"1,200"	1	0	0	0	0	0	No	0	0	None	None	None	Unknown	None	None	None	https://web.archive.org/web/20150524020355im_/http://essence-ro.com/data/items/images/923.png	https://web.archive.org/web/20150524020355im_/http://essence-ro.com/data/items/icons/923.gif	
20205	No	Evil_Wing_Ears_	Not For Sale	Evil Wing Ears	Armor	20	50	0	0	0	0	1	No	75	0	Middle Headgear	Normal / Upper / Baby	All Jobs	Both (Male and Female)	"1 bonus bAllStats,1;"	"1 callfunc ""invis"",2,0;"	None	https://web.archive.org/web/20150524025828im_/http://essence-ro.com/data/items/images/20205.png	https://web.archive.org/web/20150524025828im_/http://essence-ro.com/data/items/icons/20205.gif	
29553	No	Evolved_Thorny_Buckler	Not For Sale	Evolved Thorny Shield	Armor	20	100	0	0	0	5	1	Yes	55	0	Off Hand	Normal / Upper / Baby	All Jobs Except Novice	Both (Male and Female)	"1 bonus bMDef,2; if (isequipped(2702)) { bonus bAspdRate,20; bonus bShortWeaponDamageReturn,5; }"	None	None	https://web.archive.org/web/20150531093052im_/http://essence-ro.com/data/items/images/29553.png	https://web.archive.org/web/20150531093052im_/http://essence-ro.com/data/items/icons/29553.gif	
1137	No	Excalibur	Not For Sale	Excalibur	Weapon - One-Handed Sword	20	120	0	150	1	0	0	Yes	40	4	Main Hand	Normal / Upper / Baby	Swordman / Merchant / Thief / Knight / Blacksmith / Assassin / Crusader / Rogue / Alchemist	Both (Male and Female)	"1 bonus bInt,5; bonus bLuk,10; bonus bDex,-1; bonus bAtkEle,Ele_Holy;"	None	None	https://web.archive.org/web/20150524032916im_/http://essence-ro.com/data/items/images/1137.png	https://web.archive.org/web/20150524032916im_/http://essence-ro.com/data/items/icons/1137.gif	
13401	No	Excalibur_C	Not For Sale	Refined Excalibur	Weapon - One-Handed Sword	0	0	0	199	1	0	0	No	1	4	Main Hand	Normal / Upper / Baby	Swordman / Merchant / Thief / Knight / Blacksmith / Assassin / Crusader / Rogue / Alchemist	Both (Male and Female)	"1 bonus bInt,10; bonus bLuk,10; bonus bAtkEle,Ele_Holy;"	None	None	https://web.archive.org/web/20150524032448im_/http://essence-ro.com/data/items/images/13401.png	https://web.archive.org/web/20150524032448im_/http://essence-ro.com/data/items/icons/13401.gif	
1169	No	Executioner_	Not For Sale	Executioner	Weapon - Two-Handed Sword	20	220	0	155	1	0	0	Yes	48	4	Main Hand + Off Hand	Normal / Upper / Baby	Swordman / Knight / Crusader	Both (Male and Female)	"1 bonus bIgnoreDefRace,RC_DemiHuman; bonus2 bAddRace,RC_DemiHuman,20; bonus2 bSubRace,RC_DemiHuman,-10; bonus bAtkEle,Ele_Dark;"	None	None	https://web.archive.org/web/20150321163909im_/http://essence-ro.com/data/items/images/1169.png	https://web.archive.org/web/20150321163909im_/http://essence-ro.com/data/items/icons/1169.gif	
1174	No	Executioner_C	Not For Sale	Refined Executioner	Weapon - Two-Handed Sword	2	0	0	190	1	0	0	No	1	4	Main Hand + Off Hand	Normal / Upper / Baby	Swordman / Knight / Crusader	Both (Male and Female)	"1 bonus bIgnoreDefRace,RC_DemiHuman; bonus2 bAddRace,RC_DemiHuman,20; bonus2 bSubRace,RC_DemiHuman,-10; bonus bAtkEle,Ele_Dark;"	None	None	https://web.archive.org/web/20150524031713im_/http://essence-ro.com/data/items/images/1174.png	https://web.archive.org/web/20150524031713im_/http://essence-ro.com/data/items/icons/1174.gif	
4250	No	Executioner_Card	Not For Sale	Executioner Card	Card	20	1	0	0	0	0	0	No	0	0	Off Hand	None	None	Unknown	"1 bonus2 bSubSize,2,30; bonus bDef,1;"	None	None	https://web.archive.org/web/20150324155712im_/http://essence-ro.com/data/items/images/4250.png	https://web.archive.org/web/20150324155712im_/http://essence-ro.com/data/items/icons/4250.gif	
7017	No	Executioner's_Mitten	Not For Sale	Executioner's Mitten	Etc	"4,500"	3	0	0	0	0	0	No	0	0	None	None	None	Unknown	None	None	None	https://web.archive.org/web/20150524032212im_/http://essence-ro.com/data/items/images/7017.png	https://web.archive.org/web/20150524032212im_/http://essence-ro.com/data/items/icons/7017.gif	
20249	No	Exodus_Wings	Not For Sale	Exodus Wings	Armor	20	50	0	0	0	0	1	No	75	0	Middle Headgear	Normal / Upper / Baby	All Jobs	Both (Male and Female)	"1 bonus bAllStats,1;"	"1 callfunc ""invis"",2,0;"	None	https://web.archive.org/web/20151105092727im_/http://essence-ro.com/data/items/images/20249.png	https://web.archive.org/web/20151105092727im_/http://essence-ro.com/data/items/icons/20249.gif	
2129	No	Exorcism_Bible	Not For Sale	Exorcism Bible	Armor	20	60	0	0	0	5	0	Yes	50	0	Off Hand	Normal / Upper / Baby	Priest / Monk	Both (Male and Female)	"1 bonus bHPrecovRate,3; bonus bSPrecovRate,3; bonus bInt,1; if(isequipped(1631)) { bonus2 bSkillAtk,""PR_MAGNUS"",20; bonus3 bAutoSpellWhenHit,""PR_TURNUNDEAD"",1,20; }"	None	None	https://web.archive.org/web/20150525065212im_/http://essence-ro.com/data/items/images/2129.png	https://web.archive.org/web/20150525065212im_/http://essence-ro.com/data/items/icons/2129.gif	
683	No	Exorcize_Herb	Not For Sale	Herb of Incantation	Healing	0	5	0	0	0	0	0	No	0	0	None	Normal / Upper / Baby	All Jobs	Both (Male and Female)	"1 sc_start SC_MATKPOTION,60000,30;"	None	None	https://web.archive.org/web/20150531094604im_/http://essence-ro.com/data/items/images/683.png	https://web.archive.org/web/20150531094604im_/http://essence-ro.com/data/items/icons/683.gif	
