ID	AegisName	Name	Type	Buy	Sell	Weight	ATK	DEF	Range	Slots	Job	Class	Gender	Loc	wLV	eLV[:maxLevel]	Refineable	View	{ Script }	{ OnEquip_Script }	{ OnUnequip_Script }
12139	3rd_Stage_Prize	Third Stage Prize	2	0		0					0xFFFFFFFF	7	2							{}	{}	{}
12140	4th_Stage_Prize	Fourth Stage Prize	2	0		0					0xFFFFFFFF	7	2							{}	{}	{}
12141	5th_Stage_Prize	Fifth Stage Prize	2	0		0					0xFFFFFFFF	7	2							{}	{}	{}
12142	Magic_Book	Book of Magic	2	0		100					0xFFFFFFFF	7	2							{ sc_start SC_AGIFOOD,1800000,10; }	{ sc_start SC_AGIFOOD,1800000,10; }	{ sc_start SC_AGIFOOD,1800000,10; }
12143	Red_Can	Red Can	2	50000		300					0xFFFFFFFF	7	2							{}	{}	{}
12144	Sphere_Case_Wind	Lightning Sphere Pack	2	2		350					0xFFFFFFFF	7	2							{ getitem 13204,500; }	{ getitem 13204,500; }	{ getitem 13204,500; }
12145	Sphere_Case_Darkness	Blind Sphere Pack	2	2		350					0xFFFFFFFF	7	2							{ getitem 13206,500; }	{ getitem 13206,500; }	{ getitem 13206,500; }
12146	Sphere_Case_Poison	Poison Sphere Pack	2	2		350					0xFFFFFFFF	7	2							{ getitem 13205,500; }	{ getitem 13205,500; }	{ getitem 13205,500; }
12147	Sphere_Case_Water	Freezing Sphere Pack	2	2		350					0xFFFFFFFF	7	2							{ getitem 13207,500; }	{ getitem 13207,500; }	{ getitem 13207,500; }
12148	Sphere_Case_Fire	Flare Sphere Pack	2	2		350					0xFFFFFFFF	7	2							{ getitem 13203,500; }	{ getitem 13203,500; }	{ getitem 13203,500; }
12149	Bullet_Case	Cartridge	2	2		250					0xFFFFFFFF	7	2							{ getitem 13200,500; }	{ getitem 13200,500; }	{ getitem 13200,500; }
12150	Bullet_Case_Blood	Blood Cartridge	2	2		250					0xFFFFFFFF	7	2							{ getitem 13202,500; }	{ getitem 13202,500; }	{ getitem 13202,500; }
12151	Bullet_Case_Silver	Silver Cartridge	2	2		250					0xFFFFFFFF	7	2							{ getitem 13201,500; }	{ getitem 13201,500; }	{ getitem 13201,500; }
12152	Special_Box	Special Present	2	0		100					0xFFFFFFFF	7	2							{}	{}	{}
12153	Bow_Mercenary_Scroll1	Bowman Scroll 1	2	2		100					0xFFFFFFFF	7	2							{ mercenary_create 6017,1800000; }	{ mercenary_create 6017,1800000; }	{ mercenary_create 6017,1800000; }
12154	Bow_Mercenary_Scroll2	Bowman Scroll 2	2	2		100					0xFFFFFFFF	7	2							{ mercenary_create 6018,1800000; }	{ mercenary_create 6018,1800000; }	{ mercenary_create 6018,1800000; }
12155	Bow_Mercenary_Scroll3	Bowman Scroll 3	2	2		100					0xFFFFFFFF	7	2							{ mercenary_create 6019,1800000; }	{ mercenary_create 6019,1800000; }	{ mercenary_create 6019,1800000; }
12156	Bow_Mercenary_Scroll4	Bowman Scroll 4	2	2		100					0xFFFFFFFF	7	2							{ mercenary_create 6020,1800000; }	{ mercenary_create 6020,1800000; }	{ mercenary_create 6020,1800000; }
12157	Bow_Mercenary_Scroll5	Bowman Scroll 5	2	2		100					0xFFFFFFFF	7	2							{ mercenary_create 6021,1800000; }	{ mercenary_create 6021,1800000; }	{ mercenary_create 6021,1800000; }
12158	Bow_Mercenary_Scroll6	Bowman Scroll 6	2	2		100					0xFFFFFFFF	7	2							{ mercenary_create 6022,1800000; }	{ mercenary_create 6022,1800000; }	{ mercenary_create 6022,1800000; }
12159	Bow_Mercenary_Scroll7	Bowman Scroll 7	2	2		100					0xFFFFFFFF	7	2							{ mercenary_create 6023,1800000; }	{ mercenary_create 6023,1800000; }	{ mercenary_create 6023,1800000; }
12160	Bow_Mercenary_Scroll8	Bowman Scroll 8	2	2		100					0xFFFFFFFF	7	2							{ mercenary_create 6024,1800000; }	{ mercenary_create 6024,1800000; }	{ mercenary_create 6024,1800000; }
12161	Bow_Mercenary_Scroll9	Bowman Scroll 9	2	2		100					0xFFFFFFFF	7	2							{ mercenary_create 6025,1800000; }	{ mercenary_create 6025,1800000; }	{ mercenary_create 6025,1800000; }
12162	Bow_Mercenary_Scroll10	Bowman Scroll 10	2	2		100					0xFFFFFFFF	7	2							{ mercenary_create 6026,1800000; }	{ mercenary_create 6026,1800000; }	{ mercenary_create 6026,1800000; }
12163	SwordMercenary_Scroll1	Fencer Scroll 1	2	2		100					0xFFFFFFFF	7	2							{ mercenary_create 6037,1800000; }	{ mercenary_create 6037,1800000; }	{ mercenary_create 6037,1800000; }
12164	SwordMercenary_Scroll2	Fencer Scroll 2	2	2		100					0xFFFFFFFF	7	2							{ mercenary_create 6038,1800000; }	{ mercenary_create 6038,1800000; }	{ mercenary_create 6038,1800000; }
12165	SwordMercenary_Scroll3	Fencer Scroll 3	2	2		100					0xFFFFFFFF	7	2							{ mercenary_create 6039,1800000; }	{ mercenary_create 6039,1800000; }	{ mercenary_create 6039,1800000; }
12166	SwordMercenary_Scroll4	Fencer Scroll 4	2	2		100					0xFFFFFFFF	7	2							{ mercenary_create 6040,1800000; }	{ mercenary_create 6040,1800000; }	{ mercenary_create 6040,1800000; }
12167	SwordMercenary_Scroll5	Fencer Scroll 5	2	2		100					0xFFFFFFFF	7	2							{ mercenary_create 6041,1800000; }	{ mercenary_create 6041,1800000; }	{ mercenary_create 6041,1800000; }
12168	SwordMercenary_Scroll6	Fencer Scroll 6	2	2		100					0xFFFFFFFF	7	2							{ mercenary_create 6042,1800000; }	{ mercenary_create 6042,1800000; }	{ mercenary_create 6042,1800000; }
12169	SwordMercenary_Scroll7	Fencer Scroll 7	2	2		100					0xFFFFFFFF	7	2							{ mercenary_create 6043,1800000; }	{ mercenary_create 6043,1800000; }	{ mercenary_create 6043,1800000; }
12170	SwordMercenary_Scroll8	Fencer Scroll 8	2	2		100					0xFFFFFFFF	7	2							{ mercenary_create 6044,1800000; }	{ mercenary_create 6044,1800000; }	{ mercenary_create 6044,1800000; }
12171	SwordMercenary_Scroll9	Fencer Scroll 9	2	2		100					0xFFFFFFFF	7	2							{ mercenary_create 6045,1800000; }	{ mercenary_create 6045,1800000; }	{ mercenary_create 6045,1800000; }
12172	SwordMercenary_Scroll10	Fencer Scroll 10	2	2		100					0xFFFFFFFF	7	2							{ mercenary_create 6046,1800000; }	{ mercenary_create 6046,1800000; }	{ mercenary_create 6046,1800000; }
12173	SpearMercenary_Scroll1	Spearman Scroll 1	2	2		100					0xFFFFFFFF	7	2							{ mercenary_create 6027,1800000; }	{ mercenary_create 6027,1800000; }	{ mercenary_create 6027,1800000; }
12174	SpearMercenary_Scroll2	Spearman Scroll 2	2	2		100					0xFFFFFFFF	7	2							{ mercenary_create 6028,1800000; }	{ mercenary_create 6028,1800000; }	{ mercenary_create 6028,1800000; }
12175	SpearMercenary_Scroll3	Spearman Scroll 3	2	2		100					0xFFFFFFFF	7	2							{ mercenary_create 6029,1800000; }	{ mercenary_create 6029,1800000; }	{ mercenary_create 6029,1800000; }
12176	SpearMercenary_Scroll4	Spearman Scroll 4	2	2		100					0xFFFFFFFF	7	2							{ mercenary_create 6030,1800000; }	{ mercenary_create 6030,1800000; }	{ mercenary_create 6030,1800000; }
12177	SpearMercenary_Scroll5	Spearman Scroll 5	2	2		100					0xFFFFFFFF	7	2							{ mercenary_create 6031,1800000; }	{ mercenary_create 6031,1800000; }	{ mercenary_create 6031,1800000; }
12178	SpearMercenary_Scroll6	Spearman Scroll 6	2	2		100					0xFFFFFFFF	7	2							{ mercenary_create 6032,1800000; }	{ mercenary_create 6032,1800000; }	{ mercenary_create 6032,1800000; }
12179	SpearMercenary_Scroll7	Spearman Scroll 7	2	2		100					0xFFFFFFFF	7	2							{ mercenary_create 6033,1800000; }	{ mercenary_create 6033,1800000; }	{ mercenary_create 6033,1800000; }
12180	SpearMercenary_Scroll8	Spearman Scroll 8	2	2		100					0xFFFFFFFF	7	2							{ mercenary_create 6034,1800000; }	{ mercenary_create 6034,1800000; }	{ mercenary_create 6034,1800000; }
12181	SpearMercenary_Scroll9	Spearman Scroll 9	2	2		100					0xFFFFFFFF	7	2							{ mercenary_create 6035,1800000; }	{ mercenary_create 6035,1800000; }	{ mercenary_create 6035,1800000; }
12182	SpearMercenary_Scroll10	Spearman Scroll 10	2	2		100					0xFFFFFFFF	7	2							{ mercenary_create 6036,1800000; }	{ mercenary_create 6036,1800000; }	{ mercenary_create 6036,1800000; }
12183	Holy_Arrow_Quiver	Holy Arrow Quiver	2	2		250					0xFFFFFFFF	7	2							{ getitem 1772,500; }	{ getitem 1772,500; }	{ getitem 1772,500; }
12184	Mercenary_Red_Potion	Mercenary Red Potion	2	500		100					0xFFFFFFFF	7	2							{ mercenary_heal 1000,0; }	{ mercenary_heal 1000,0; }	{ mercenary_heal 1000,0; }
12185	Mercenary_Blue_Potion	Mercenary Blue Potion	2	1000		100					0xFFFFFFFF	7	2							{ mercenary_heal 0,100; }	{ mercenary_heal 0,100; }	{ mercenary_heal 0,100; }
12186	Red_Box	Old Red Box	2	50000		200					0xFFFFFFFF	7	2							{ getrandgroupitem(IG_RedBox),1; }	{ getrandgroupitem(IG_RedBox),1; }	{ getrandgroupitem(IG_RedBox),1; }
12187	Green_Box	Old Green Box	2	50000		200					0xFFFFFFFF	7	2							{ getrandgroupitem(IG_GreenBox),1; }	{ getrandgroupitem(IG_GreenBox),1; }	{ getrandgroupitem(IG_GreenBox),1; }
12188	Magical_Moon_Cake	Grace Moon Cake	0	20		300					0xFFFFFFFF	7	2							{ percentheal 50,50; }	{ percentheal 50,50; }	{ percentheal 50,50; }
12189	Red_Box_	Old Red Box	2	50000		200					0xFFFFFFFF	7	2							{ getrandgroupitem(IG_RedBox_2),1; }	{ getrandgroupitem(IG_RedBox_2),1; }	{ getrandgroupitem(IG_RedBox_2),1; }
12190	Moon_Cake	Moon Cake	2	2		300					0xFFFFFFFF	7	2							{}	{}	{}
12191	Special_Moon_Cake	Special Moon Cake	2	2		500					0xFFFFFFFF	7	2							{}	{}	{}
12192	Pumpkin_Pie	Pumpkin Pie	0	20		10					0xFFFFFFFF	7	2							{ percentheal 5,5; }	{ percentheal 5,5; }	{ percentheal 5,5; }
12193	Brezel	Pretzel	2	20		20					0xFFFFFFFF	7	2							{}	{}	{}
12194	Hometown_Gift	Hometown Gift	2	20		200					0xFFFFFFFF	7	2							{ getrandgroupitem(IG_HometownGift),1; getrandgroupitem(IG_HometownGift),1; getrandgroupitem(IG_HometownGift),1; }	{ getrandgroupitem(IG_HometownGift),1; getrandgroupitem(IG_HometownGift),1; getrandgroupitem(IG_HometownGift),1; }	{ getrandgroupitem(IG_HometownGift),1; getrandgroupitem(IG_HometownGift),1; getrandgroupitem(IG_HometownGift),1; }
12195	Plain_Rice_Cake	Plain Rice Cake	0	20		100					0xFFFFFFFF	7	2							{ percentheal 0,20; }	{ percentheal 0,20; }	{ percentheal 0,20; }
12196	Hearty_Rice_Cake	Hearty Rice Cake	0	20		100					0xFFFFFFFF	7	2							{ percentheal 50,0; }	{ percentheal 50,0; }	{ percentheal 50,0; }
12197	Salty_Rice_Cake	Salty Rice Cake	0	20		100					0xFFFFFFFF	7	2							{ percentheal 10,10; }	{ percentheal 10,10; }	{ percentheal 10,10; }
12198	Lucky_Rice_Cake	Lucky Rice Cake	2	20		100					0xFFFFFFFF	7	2							{ sc_start SC_INCLUK,1200000,21; }	{ sc_start SC_INCLUK,1200000,21; }	{ sc_start SC_INCLUK,1200000,21; }
12199	Rice_Scroll	Scroll of Magic	2	0		0					0xFFFFFFFF	7	2							{}	{}	{}
12200	Event_Cake	X-mas Cake	11	20		50					0xFFFFFFFF	7	2							{ itemskill "PR_MAGNIFICAT",3; }	{ itemskill "PR_MAGNIFICAT",3; }	{ itemskill "PR_MAGNIFICAT",3; }
12201	Red_Box_C	Commonplace Red Box	2	20		200					0xFFFFFFFF	7	2							{}	{}	{}
12202	Str_Dish10_	Steamed Tongue	0	2		10					0xFFFFFFFF	7	2							{ sc_start SC_FOOD_STR_CASH,1800000,10; percentheal 15,5; }	{ sc_start SC_FOOD_STR_CASH,1800000,10; percentheal 15,5; }	{ sc_start SC_FOOD_STR_CASH,1800000,10; percentheal 15,5; }
12203	Agi_Dish10_	Steamed Scorpion	0	2		10					0xFFFFFFFF	7	2							{ sc_start SC_FOOD_AGI_CASH,1800000,10; percentheal 15,5; }	{ sc_start SC_FOOD_AGI_CASH,1800000,10; percentheal 15,5; }	{ sc_start SC_FOOD_AGI_CASH,1800000,10; percentheal 15,5; }
12204	Int_Dish10_	Dragon Breath Cocktail	0	2		10					0xFFFFFFFF	7	2							{ sc_start SC_FOOD_INT_CASH,1800000,10; percentheal 15,5; }	{ sc_start SC_FOOD_INT_CASH,1800000,10; percentheal 15,5; }	{ sc_start SC_FOOD_INT_CASH,1800000,10; percentheal 15,5; }
12205	Dex_Dish10_	Hwergelmir's Tonic	0	2		10					0xFFFFFFFF	7	2							{ sc_start SC_FOOD_DEX_CASH,1800000,10; percentheal 15,5; }	{ sc_start SC_FOOD_DEX_CASH,1800000,10; percentheal 15,5; }	{ sc_start SC_FOOD_DEX_CASH,1800000,10; percentheal 15,5; }
12206	Luk_Dish10_	Cooked Nine Tail's Tails	0	2		10					0xFFFFFFFF	7	2							{ sc_start SC_FOOD_LUK_CASH,1800000,10; percentheal 15,5; }	{ sc_start SC_FOOD_LUK_CASH,1800000,10; percentheal 15,5; }	{ sc_start SC_FOOD_LUK_CASH,1800000,10; percentheal 15,5; }
12207	Vit_Dish10_	Stew Of Immortality	0	2		10					0xFFFFFFFF	7	2							{ sc_start SC_FOOD_VIT_CASH,1800000,10; percentheal 15,5; }	{ sc_start SC_FOOD_VIT_CASH,1800000,10; percentheal 15,5; }	{ sc_start SC_FOOD_VIT_CASH,1800000,10; percentheal 15,5; }
12208	Battle_Manual	Battle Manual	2	2		10					0xFFFFFFFF	7	2							{ sc_start SC_EXPBOOST,1800000,50; }	{ sc_start SC_EXPBOOST,1800000,50; }	{ sc_start SC_EXPBOOST,1800000,50; }
12209	Insurance	Life Insurance	2	2		10					0xFFFFFFFF	7	2							{ sc_start SC_LIFEINSURANCE,1800000,0; }	{ sc_start SC_LIFEINSURANCE,1800000,0; }	{ sc_start SC_LIFEINSURANCE,1800000,0; }
12210	Bubble_Gum	Bubble Gum	2	2		10					0xFFFFFFFF	7	2							{ sc_start SC_ITEMBOOST,1800000,200; }	{ sc_start SC_ITEMBOOST,1800000,200; }	{ sc_start SC_ITEMBOOST,1800000,200; }
12211	Kafra_Card	Kafra Card	2	2		10					0xFFFFFFFF	7	2							{ callfunc "F_CashStore"; }	{ callfunc "F_CashStore"; }	{ callfunc "F_CashStore"; }
12212	Giant_Fly_Wing	Giant Fly Wing	2	2		10					0xFFFFFFFF	7	2							{ callfunc "F_CashPartyCall"; }	{ callfunc "F_CashPartyCall"; }	{ callfunc "F_CashPartyCall"; }
12213	Neuralizer	Neuralizer	11	2		0					0xFFFFFFFF	7	2							{ callfunc "F_CashReset"; }	{ callfunc "F_CashReset"; }	{ callfunc "F_CashReset"; }
12214	Convex_Mirror	Convex Mirror	2	2		10					0xFFFFFFFF	7	2							{ sc_start SC_BOSSMAPINFO,600000,0; }	{ sc_start SC_BOSSMAPINFO,600000,0; }	{ sc_start SC_BOSSMAPINFO,600000,0; }
12215	Blessing_10_Scroll	LV10 Blessing Scroll	2	2		10					0xFFFFFFFF	7	2							{ skilleffect "AL_BLESSING",0; sc_start SC_BLESSING,240000,10; }	{ skilleffect "AL_BLESSING",0; sc_start SC_BLESSING,240000,10; }	{ skilleffect "AL_BLESSING",0; sc_start SC_BLESSING,240000,10; }
12216	Inc_Agi_10_Scroll	LV10 Agil Scroll	2	2		10					0xFFFFFFFF	7	2							{ if(Hp>15) { skilleffect "AL_INCAGI",0; sc_start SC_INCREASEAGI,240000,10; heal -15,0; } }	{ if(Hp>15) { skilleffect "AL_INCAGI",0; sc_start SC_INCREASEAGI,240000,10; heal -15,0; } }	{ if(Hp>15) { skilleffect "AL_INCAGI",0; sc_start SC_INCREASEAGI,240000,10; heal -15,0; } }
12217	Aspersio_5_Scroll	LV5 Aspersio Scroll	2	2		10					0xFFFFFFFF	7	2							{ if(countitem(523)>0) { skilleffect "PR_ASPERSIO",0; sc_start SC_ASPERSIO,180000,5; delitem 523,1; } }	{ if(countitem(523)>0) { skilleffect "PR_ASPERSIO",0; sc_start SC_ASPERSIO,180000,5; delitem 523,1; } }	{ if(countitem(523)>0) { skilleffect "PR_ASPERSIO",0; sc_start SC_ASPERSIO,180000,5; delitem 523,1; } }
12218	Assumptio_5_Scroll	LV5 Assumptio Scroll	2	2		10					0xFFFFFFFF	7	2							{ sc_start SC_ASSUMPTIO,100000,5; skilleffect "HP_ASSUMPTIO",0; }	{ sc_start SC_ASSUMPTIO,100000,5; skilleffect "HP_ASSUMPTIO",0; }	{ sc_start SC_ASSUMPTIO,100000,5; skilleffect "HP_ASSUMPTIO",0; }
12219	Wind_Walk_10_Scroll	LV10 Wind Walker Scroll	2	2		10					0xFFFFFFFF	7	2							{ skilleffect "SN_WINDWALK",0; sc_start SC_WINDWALK,250000,5; }	{ skilleffect "SN_WINDWALK",0; sc_start SC_WINDWALK,250000,5; }	{ skilleffect "SN_WINDWALK",0; sc_start SC_WINDWALK,250000,5; }
12220	Adrenaline_Scroll	LV5 Adrenaline Scroll	2	2		10					0xFFFFFFFF	7	2							{ set .@type,getiteminfo(getequipid(EQI_HAND_R),11); if (.@type==W_1HAXE||.@type==W_2HAXE||.@type==W_MACE) { skilleffect "BS_ADRENALINE",0; sc_start SC_ADRENALINE,150000,5; } }	{ set .@type,getiteminfo(getequipid(EQI_HAND_R),11); if (.@type==W_1HAXE||.@type==W_2HAXE||.@type==W_MACE) { skilleffect "BS_ADRENALINE",0; sc_start SC_ADRENALINE,150000,5; } }	{ set .@type,getiteminfo(getequipid(EQI_HAND_R),11); if (.@type==W_1HAXE||.@type==W_2HAXE||.@type==W_MACE) { skilleffect "BS_ADRENALINE",0; sc_start SC_ADRENALINE,150000,5; } }
12221	Megaphone_	Megaphone	2	2		10					0xFFFFFFFF	7	2							{ input @megaphone$; announce strcharinfo(0) + ": " + @megaphone$,bc_all,0xFF0000; }	{ input @megaphone$; announce strcharinfo(0) + ": " + @megaphone$,bc_all,0xFF0000; }	{ input @megaphone$; announce strcharinfo(0) + ": " + @megaphone$,bc_all,0xFF0000; }
12225	Sweet_Candy_Striper	Sweet Candy Cane	2	20		50					0xFFFFFFFF	7	2							{ pet 1245; }	{ pet 1245; }	{ pet 1245; }
12226	Examination1	Examination 1	0	20		50					0xFFFFFFFF	7	2							{ sc_start SC_SPEEDUP0,5400000,25; percentheal 100,100; sc_start SC_STRFOOD,5400000,10; sc_start SC_DEXFOOD,5400000,5; sc_start SC_ATKPOTION,5400000,22; sc_start SC_MATKFOOD,5400000,15; }	{ sc_start SC_SPEEDUP0,5400000,25; percentheal 100,100; sc_start SC_STRFOOD,5400000,10; sc_start SC_DEXFOOD,5400000,5; sc_start SC_ATKPOTION,5400000,22; sc_start SC_MATKFOOD,5400000,15; }	{ sc_start SC_SPEEDUP0,5400000,25; percentheal 100,100; sc_start SC_STRFOOD,5400000,10; sc_start SC_DEXFOOD,5400000,5; sc_start SC_ATKPOTION,5400000,22; sc_start SC_MATKFOOD,5400000,15; }
12227	Examination2	Examination 2	0	20		50					0xFFFFFFFF	7	2							{ sc_start SC_SPEEDUP0,5400000,25; percentheal 100,100; sc_start SC_INTFOOD,5400000,8; sc_start SC_VITFOOD,5400000,7; sc_start SC_LUKFOOD,5400000,7; sc_start SC_ATKPOTION,5400000,10; }	{ sc_start SC_SPEEDUP0,5400000,25; percentheal 100,100; sc_start SC_INTFOOD,5400000,8; sc_start SC_VITFOOD,5400000,7; sc_start SC_LUKFOOD,5400000,7; sc_start SC_ATKPOTION,5400000,10; }	{ sc_start SC_SPEEDUP0,5400000,25; percentheal 100,100; sc_start SC_INTFOOD,5400000,8; sc_start SC_VITFOOD,5400000,7; sc_start SC_LUKFOOD,5400000,7; sc_start SC_ATKPOTION,5400000,10; }
12228	Examination3	Examination 3	0	20		50					0xFFFFFFFF	7	2							{ sc_start SC_SPEEDUP0,5400000,25; percentheal 100,100; sc_start SC_AGIFOOD,5400000,15; sc_start SC_ATKPOTION,5400000,52; sc_start SC_MATKFOOD,5400000,10; }	{ sc_start SC_SPEEDUP0,5400000,25; percentheal 100,100; sc_start SC_AGIFOOD,5400000,15; sc_start SC_ATKPOTION,5400000,52; sc_start SC_MATKFOOD,5400000,10; }	{ sc_start SC_SPEEDUP0,5400000,25; percentheal 100,100; sc_start SC_AGIFOOD,5400000,15; sc_start SC_ATKPOTION,5400000,52; sc_start SC_MATKFOOD,5400000,10; }
12229	Examination4	Examination 4	0	20		50					0xFFFFFFFF	7	2							{ sc_start SC_SPEEDUP0,5400000,25; percentheal 100,100; sc_start SC_STRFOOD,5400000,3; sc_start SC_AGIFOOD,5400000,5; sc_start SC_VITFOOD,5400000,10; sc_start SC_MATKFOOD,5400000,52; }	{ sc_start SC_SPEEDUP0,5400000,25; percentheal 100,100; sc_start SC_STRFOOD,5400000,3; sc_start SC_AGIFOOD,5400000,5; sc_start SC_VITFOOD,5400000,10; sc_start SC_MATKFOOD,5400000,52; }	{ sc_start SC_SPEEDUP0,5400000,25; percentheal 100,100; sc_start SC_STRFOOD,5400000,3; sc_start SC_AGIFOOD,5400000,5; sc_start SC_VITFOOD,5400000,10; sc_start SC_MATKFOOD,5400000,52; }
12230	Examination5	Examination 5	0	20		50					0xFFFFFFFF	7	2							{ sc_start SC_SPEEDUP0,5400000,25; percentheal 100,100; sc_start SC_INTFOOD,5400000,3; sc_start SC_DEXFOOD,5400000,12; sc_start SC_ATKPOTION,5400000,20; sc_start SC_MATKFOOD,5400000,20; }	{ sc_start SC_SPEEDUP0,5400000,25; percentheal 100,100; sc_start SC_INTFOOD,5400000,3; sc_start SC_DEXFOOD,5400000,12; sc_start SC_ATKPOTION,5400000,20; sc_start SC_MATKFOOD,5400000,20; }	{ sc_start SC_SPEEDUP0,5400000,25; percentheal 100,100; sc_start SC_INTFOOD,5400000,3; sc_start SC_DEXFOOD,5400000,12; sc_start SC_ATKPOTION,5400000,20; sc_start SC_MATKFOOD,5400000,20; }
12231	Examination6	Examination 6	0	20		50					0xFFFFFFFF	7	2							{ percentheal 100,100; sc_start SC_SPEEDUP0,5400000,25; sc_start SC_STRFOOD,5400000,6; sc_start SC_DEXFOOD,5400000,6; sc_start SC_AGIFOOD,5400000,6; sc_start SC_INTFOOD,5400000,6; sc_start SC_VITFOOD,5400000,6; sc_start SC_LUKFOOD,5400000,6; sc_start SC_ATKPOTION,5400000,24; sc_start SC_MATKFOOD,5400000,24; }	{ percentheal 100,100; sc_start SC_SPEEDUP0,5400000,25; sc_start SC_STRFOOD,5400000,6; sc_start SC_DEXFOOD,5400000,6; sc_start SC_AGIFOOD,5400000,6; sc_start SC_INTFOOD,5400000,6; sc_start SC_VITFOOD,5400000,6; sc_start SC_LUKFOOD,5400000,6; sc_start SC_ATKPOTION,5400000,24; sc_start SC_MATKFOOD,5400000,24; }	{ percentheal 100,100; sc_start SC_SPEEDUP0,5400000,25; sc_start SC_STRFOOD,5400000,6; sc_start SC_DEXFOOD,5400000,6; sc_start SC_AGIFOOD,5400000,6; sc_start SC_INTFOOD,5400000,6; sc_start SC_VITFOOD,5400000,6; sc_start SC_LUKFOOD,5400000,6; sc_start SC_ATKPOTION,5400000,24; sc_start SC_MATKFOOD,5400000,24; }
12232	Gingerbread	Ginger Bread	2	20		150					0xFFFFFFFF	7	2							{ sc_start SC_ASPDPOTION1,900000,0; sc_start SC_SPEEDUP0,900000,25; }	{ sc_start SC_ASPDPOTION1,900000,0; sc_start SC_SPEEDUP0,900000,25; }	{ sc_start SC_ASPDPOTION1,900000,0; sc_start SC_SPEEDUP0,900000,25; }
12233	Kvass	Kvass	0	20		200					0xFFFFFFFF	7	2							{ percentheal 100,100; }	{ percentheal 100,100; }	{ percentheal 100,100; }
12234	Cacao99	Fierce Cacao 99%	0	20		100					0xFFFFFFFF	7	2							{ percentheal 25,0; }	{ percentheal 25,0; }	{ percentheal 25,0; }
12235	Strawberry_Choco	Chocolate Strawberry	2	20		100					0xFFFFFFFF	7	2							{ percentheal 0,5; skilleffect "AL_BLESSING",0; sc_start SC_BLESSING,240000,10; }	{ percentheal 0,5; skilleffect "AL_BLESSING",0; sc_start SC_BLESSING,240000,10; }	{ percentheal 0,5; skilleffect "AL_BLESSING",0; sc_start SC_BLESSING,240000,10; }
12236	Choco_Tart	Chocolate Tart	11	20		100					0xFFFFFFFF	7	2							{ percentheal 5,0; itemskill "AL_ANGELUS",5; }	{ percentheal 5,0; itemskill "AL_ANGELUS",5; }	{ percentheal 5,0; itemskill "AL_ANGELUS",5; }
12237	Choco_Lump	Junky Chocolate	2	0		100					0xFFFFFFFF	7	2							{ percentheal 0,5; sc_start SC_Poison,18000,0; sc_start SC_Bleeding,18000,0; }	{ percentheal 0,5; sc_start SC_Poison,18000,0; sc_start SC_Bleeding,18000,0; }	{ percentheal 0,5; sc_start SC_Poison,18000,0; sc_start SC_Bleeding,18000,0; }
12238	New_Year_Rice_Cake_1	New Year Rice Cake	2	20		100					0xFFFFFFFF	7	2							{ sc_start SC_DPoison,10000,0,1000,0; sc_start SC_Poison,50000,0; }	{ sc_start SC_DPoison,10000,0,1000,0; sc_start SC_Poison,50000,0; }	{ sc_start SC_DPoison,10000,0,1000,0; sc_start SC_Poison,50000,0; }
12239	New_Year_Rice_Cake_2	New Year Rice Cake	2	20		100					0xFFFFFFFF	7	2							{ sc_start SC_DPoison,10000,0,1000,0; sc_start SC_Poison,50000,0; }	{ sc_start SC_DPoison,10000,0,1000,0; sc_start SC_Poison,50000,0; }	{ sc_start SC_DPoison,10000,0,1000,0; sc_start SC_Poison,50000,0; }
12240	Old_Yellow_Box	Old Yellow Box	2	20		200					0xFFFFFFFF	7	2							{ getrandgroupitem(IG_YellowBox),1; }	{ getrandgroupitem(IG_YellowBox),1; }	{ getrandgroupitem(IG_YellowBox),1; }
12241	M_Center_Potion	Mercenary Concentration Potion	2	800		100					0xFFFFFFFF	7	2							{ mercenary_sc_start SC_ASPDPOTION0,1800000,0; }	{ mercenary_sc_start SC_ASPDPOTION0,1800000,0; }	{ mercenary_sc_start SC_ASPDPOTION0,1800000,0; }
12242	M_Awakening_Potion	Mercenary Awakening Potion	2	1500		150					0xFFFFFFFF	7	2							{ mercenary_sc_start SC_ASPDPOTION1,1800000,0; }	{ mercenary_sc_start SC_ASPDPOTION1,1800000,0; }	{ mercenary_sc_start SC_ASPDPOTION1,1800000,0; }
12243	M_Berserk_Potion	Mercenary Berserk Potion	2	3000		200					0xFFFFFFFF	7	2							{ mercenary_sc_start SC_ASPDPOTION2,1800000,0; }	{ mercenary_sc_start SC_ASPDPOTION2,1800000,0; }	{ mercenary_sc_start SC_ASPDPOTION2,1800000,0; }
12244	Old_Gift_Box	Old Gift Box	2	20		200					0xFFFFFFFF	7	2							{ getrandgroupitem(IG_OldGiftBox),1; }	{ getrandgroupitem(IG_OldGiftBox),1; }	{ getrandgroupitem(IG_OldGiftBox),1; }
12245	Green_Ale_US	Green Ale	0	5000		500					0xFFFFFFFF	7	2							{ percentheal 100,0; }	{ percentheal 100,0; }	{ percentheal 100,0; }
12246	Magic_Card_Album	Mystical Card Album	2	10000		50					0xFFFFFFFF	7	2							{ getrandgroupitem(IG_MagicCardAlbum),1; }	{ getrandgroupitem(IG_MagicCardAlbum),1; }	{ getrandgroupitem(IG_MagicCardAlbum),1; }
